,ID,Calificacion
261,5002042,1
262,5002043,0
263,5002044,1
264,5002046,0
265,5002047,0
266,5002048,0
267,5002049,0
268,5002050,0
269,5002052,0
270,5002053,0
271,5002054,0
272,5002055,0
273,5002057,0
274,5002058,0
275,5002059,0
276,5002060,0
277,5002061,1
278,5002062,0
279,5002068,0
280,5002069,0
281,5002070,0
282,5002071,0
283,5002072,0
284,5002073,0
285,5002076,0
286,5002077,0
287,5002078,0
288,5002079,0
289,5002080,0
290,5002081,0
291,5002082,0
292,5002083,0
293,5002084,0
294,5002085,1
295,5002087,0
296,5002088,0
297,5002091,1
298,5002094,0
299,5002096,0
300,5002097,0
301,5002098,0
302,5002101,0
303,5002104,0
304,5002105,1
305,5002106,0
306,5002107,0
307,5002108,1
308,5002109,0
309,5002110,0
310,5002111,0
311,5002112,0
312,5002113,0
313,5002114,0
314,5002115,0
315,5002116,0
316,5002118,0
317,5002120,0
318,5002121,0
319,5002123,1
320,5002124,0
321,5002126,1
322,5002128,1
323,5002130,0
324,5002131,0
325,5002134,0
326,5002135,0
327,5002138,0
328,5002140,0
329,5002141,0
330,5002142,0
331,5002144,0
332,5002145,0
333,5002146,0
334,5002147,0
335,5002148,0
336,5002149,0
337,5002150,0
338,5002151,0
339,5002152,0
340,5002153,0
341,5002154,1
342,5002155,0
343,5002156,0
344,5002157,0
345,5002158,0
346,5002160,0
347,5002161,0
348,5002162,0
349,5002163,0
350,5002164,0
351,5002165,0
352,5002168,0
353,5002169,0
354,5002170,0
355,5002171,0
356,5002175,0
357,5002176,0
358,5002177,0
359,5002178,0
360,5002179,0
361,5002181,0
362,5002182,0
363,5002183,0
364,5002186,0
365,5002189,0
366,5002190,0
367,5002191,0
368,5002192,0
369,5002194,0
370,5002196,0
371,5002197,0
372,5002198,0
373,5002199,0
374,5002200,0
375,5002201,0
376,5002202,0
377,5002203,0
378,5002204,0
379,5002205,0
380,5002206,0
381,5002207,0
382,5002208,0
383,5002209,0
384,5002216,0
385,5002217,0
386,5002218,0
387,5002219,1
388,5002220,1
389,5002221,0
390,5002222,0
391,5002223,0
392,5002224,0
393,5002225,1
394,5002226,0
395,5002227,0
396,5002228,0
397,5002229,0
398,5002230,1
399,5002231,0
400,5002232,1
401,5002233,0
402,5002234,0
403,5002235,0
404,5002236,0
405,5002237,0
406,5002238,0
407,5002239,0
408,5002241,0
409,5002242,0
410,5002243,0
411,5002244,0
412,5002245,1
413,5002246,0
414,5002247,0
415,5002248,0
416,5002249,0
417,5002250,0
418,5002251,0
419,5002253,1
420,5002254,1
421,5002255,1
422,5002256,0
423,5002257,0
424,5002258,0
425,5002259,0
426,5002260,0
427,5002262,0
428,5002263,0
429,5002264,0
430,5002265,0
431,5002266,0
432,5002267,0
433,5002268,0
434,5002270,0
435,5002271,0
436,5002273,0
437,5002274,1
438,5002275,0
439,5002276,0
440,5002277,0
441,5002278,0
442,5002279,1
443,5002280,0
444,5002283,1
445,5002285,0
446,5002286,0
447,5002287,0
448,5002289,0
449,5002291,0
450,5002292,0
451,5002293,0
452,5002294,1
453,5002296,0
454,5002297,1
455,5002298,0
456,5002299,0
457,5002300,0
458,5002301,0
459,5002302,0
460,5002303,1
461,5002304,0
462,5002305,0
463,5002306,0
464,5002309,0
465,5002310,0
466,5002311,0
467,5002312,0
468,5002313,0
469,5002314,0
470,5002315,0
471,5002316,0
472,5002317,0
473,5002318,0
474,5002319,0
475,5002320,0
476,5002321,0
477,5002322,0
478,5002323,0
479,5002324,0
480,5002325,0
481,5002326,0
482,5002330,0
483,5002331,1
484,5002332,0
485,5002333,0
486,5002335,0
487,5002336,0
488,5002337,0
489,5002338,0
490,5002339,0
491,5002340,0
492,5002341,0
493,5002342,0
494,5002343,0
495,5002344,0
496,5002345,0
497,5002346,0
498,5002347,0
499,5002348,0
500,5002349,0
501,5002350,0
502,5002351,0
503,5002352,0
504,5002353,0
505,5002354,0
506,5002355,0
507,5002356,0
508,5002360,0
509,5002363,0
510,5002364,0
511,5002365,0
512,5002368,0
513,5002369,0
514,5002370,1
515,5002373,1
516,5002374,0
517,5002375,0
518,5002376,0
519,5002377,0
520,5002378,0
521,5002380,1
522,5002381,1
523,5002383,0
524,5002384,0
525,5002385,0
526,5002386,0
527,5002387,0
528,5002388,0
529,5002390,0
530,5002391,0
531,5002392,0
532,5002394,0
533,5002395,0
534,5002396,0
535,5002397,0
536,5002398,0
537,5002399,0
538,5002402,0
539,5002403,0
540,5002404,0
541,5002405,0
542,5002408,0
543,5002409,0
544,5002410,0
545,5002411,0
546,5002412,0
547,5002413,1
548,5002418,0
549,5002420,0
550,5002421,0
551,5002422,0
552,5002424,0
553,5002425,0
554,5002426,0
555,5002427,0
556,5002428,1
557,5002429,0
558,5002430,0
559,5002431,0
560,5002432,0
561,5002433,1
562,5002434,0
563,5002435,0
564,5002436,0
565,5002437,0
566,5002438,0
567,5002439,0
568,5002441,0
569,5002443,0
570,5002444,0
571,5002445,0
572,5002446,1
573,5002447,0
574,5002448,0
575,5002449,0
576,5002450,0
577,5002453,0
578,5002454,0
579,5002455,0
580,5002456,0
581,5002457,0
582,5002458,0
583,5002459,0
584,5002460,0
585,5002462,0
586,5002465,0
587,5002467,0
588,5002469,0
589,5002471,0
590,5002472,0
591,5002474,0
592,5002475,0
593,5002476,0
594,5002477,0
595,5002479,0
596,5002480,0
597,5002481,0
598,5002482,1
599,5002483,0
600,5002484,0
601,5002485,0
602,5002486,0
603,5002487,0
604,5002488,1
605,5002489,1
606,5002490,0
607,5002491,0
608,5002492,0
609,5002495,0
610,5002496,0
611,5002497,0
612,5002501,1
613,5002502,1
614,5002505,0
615,5002507,1
616,5002508,0
617,5002509,0
618,5002510,0
619,5002511,0
620,5002512,0
621,5002514,0
622,5002515,0
623,5002518,0
624,5002519,0
625,5002520,0
626,5002521,0
627,5002523,0
628,5002524,0
629,5002525,0
630,5002526,0
631,5002527,1
632,5002528,0
633,5002529,0
634,5002533,0
635,5002534,0
636,5002537,0
637,5002538,1
638,5002539,0
639,5002540,0
640,5002541,0
641,5002543,0
642,5002544,1
643,5002545,1
644,5002547,0
645,5002548,0
646,5002549,0
647,5002550,0
648,5002551,0
649,5002554,0
650,5002555,0
651,5002556,0
652,5002557,0
653,5002558,0
654,5002559,1
655,5002560,0
656,5002562,0
657,5002563,0
658,5002564,0
659,5002565,0
660,5002566,0
661,5002567,0
662,5002568,1
663,5002570,0
664,5002571,0
665,5002572,0
666,5002573,0
667,5002574,0
668,5002575,1
669,5002576,0
670,5002578,0
671,5002579,0
672,5002581,0
673,5002582,0
674,5002583,0
675,5002584,0
676,5002585,0
677,5002586,0
678,5002587,0
679,5002588,0
680,5002589,0
681,5002590,0
682,5002591,0
683,5002592,0
684,5002593,0
685,5002594,0
686,5002595,1
687,5002597,0
688,5002598,0
689,5002599,0
690,5002601,0
691,5002602,0
692,5002603,0
693,5002604,0
694,5002605,0
695,5002606,0
696,5002607,0
697,5002608,0
698,5002609,0
699,5002611,0
700,5002612,0
701,5002615,0
702,5002616,0
703,5002617,0
704,5002618,0
705,5002619,0
706,5002620,0
707,5002621,0
708,5002622,0
709,5002623,0
710,5002624,0
711,5002626,0
712,5002628,0
713,5002629,0
714,5002630,0
715,5002631,0
716,5002633,0
717,5002636,0
718,5002637,0
719,5002638,1
720,5002639,1
721,5002642,1
722,5002644,0
723,5002645,0
724,5002646,0
725,5002647,0
726,5002649,0
727,5002650,0
728,5002651,0
729,5002652,0
730,5002653,0
731,5002654,0
732,5002655,0
733,5002660,0
734,5002661,0
735,5002662,0
736,5002665,0
737,5002666,0
738,5002667,0
739,5002668,0
740,5002669,0
741,5002670,0
742,5002671,0
743,5002672,0
744,5002673,0
745,5002674,0
746,5002675,0
747,5002677,0
748,5002679,0
749,5002680,0
750,5002683,0
751,5002684,0
752,5002685,0
753,5002686,0
754,5002687,0
755,5002688,0
756,5002689,0
757,5002690,0
758,5002691,0
759,5002694,0
760,5002695,1
761,5002696,0
762,5002697,0
763,5002698,0
764,5002699,0
765,5002700,0
766,5002701,0
767,5002702,0
768,5002703,0
769,5002704,0
770,5002705,0
771,5002706,0
772,5002708,0
773,5002709,0
774,5002710,0
775,5002711,0
776,5002713,0
777,5002715,1
778,5002716,0
779,5002717,1
780,5002718,0
781,5002719,1
782,5002720,1
783,5002722,0
784,5002723,0
785,5002725,0
786,5002727,0
787,5002728,0
788,5002729,0
789,5002730,0
790,5002731,0
791,5002732,0
792,5002733,0
793,5002734,1
794,5002735,0
795,5002736,0
796,5002737,0
797,5002738,0
798,5002739,0
799,5002740,0
800,5002741,0
801,5002742,0
802,5002743,0
803,5002744,1
804,5002745,0
805,5002747,0
806,5002749,0
807,5002750,0
808,5002752,0
809,5002753,0
810,5002754,0
811,5002755,0
812,5002756,0
813,5002757,0
814,5002758,0
815,5002759,0
816,5002760,0
817,5002762,0
818,5002763,0
819,5002765,0
820,5002766,1
821,5002767,0
822,5002768,0
823,5002769,0
824,5002770,0
825,5002776,0
826,5002779,0
827,5002780,0
828,5002781,0
829,5002782,0
830,5002783,0
831,5002784,1
832,5002787,0
833,5002788,0
834,5002789,0
835,5002790,0
836,5002791,0
837,5002792,0
838,5002793,1
839,5002795,1
840,5002796,1
841,5002798,0
842,5002799,0
843,5002800,0
844,5002804,0
845,5002805,0
846,5002806,0
847,5002807,0
848,5002808,1
849,5002809,1
850,5002810,1
851,5002811,1
852,5002812,1
853,5002813,1
854,5002814,0
855,5002815,0
856,5002817,0
857,5002818,0
858,5002819,0
859,5002820,0
860,5002821,0
861,5002822,0
862,5002825,0
863,5002827,0
864,5002828,0
865,5002829,0
866,5002830,0
867,5002831,1
868,5002832,0
869,5002833,0
870,5002837,0
871,5002840,1
872,5002841,1
873,5002843,1
874,5002844,1
875,5002845,0
876,5002846,0
877,5002847,1
878,5002848,0
879,5002849,0
880,5002850,0
881,5002851,0
882,5002852,0
883,5002853,1
884,5002854,1
885,5002855,0
886,5002856,1
887,5002857,1
888,5002860,0
889,5002862,0
890,5002863,0
891,5002864,0
892,5002865,0
893,5002866,0
894,5002867,0
895,5002869,0
896,5002870,0
897,5002871,0
898,5002872,0
899,5002873,0
900,5002874,0
901,5002878,0
902,5002879,0
903,5002882,0
904,5002883,0
905,5002884,1
906,5002886,0
907,5002887,0
908,5002888,0
909,5002889,0
910,5002890,0
911,5002892,0
912,5002893,0
913,5002894,0
914,5002895,0
915,5002896,0
916,5002897,0
917,5002898,0
918,5002899,0
919,5002900,0
920,5002901,0
921,5002902,0
922,5002903,0
923,5002904,0
924,5002905,1
925,5002906,1
926,5002909,0
927,5002910,0
928,5002911,0
929,5002912,0
930,5002913,0
931,5002914,0
932,5002915,0
933,5002916,0
934,5002917,0
935,5002918,0
936,5002919,0
937,5002920,0
938,5002921,0
939,5002922,0
940,5002923,1
941,5002929,0
942,5002930,0
943,5002931,0
944,5002933,0
945,5002934,0
946,5002935,1
947,5002936,0
948,5002937,0
949,5002938,0
950,5002939,0
951,5002940,0
952,5002943,0
953,5002944,0
954,5002945,1
955,5002946,0
956,5002947,0
957,5002948,0
958,5002949,0
959,5002950,1
960,5002953,0
961,5002955,0
962,5002956,0
963,5002958,0
964,5002961,0
965,5002962,1
966,5002963,0
967,5002964,0
968,5002966,0
969,5002967,0
970,5002968,0
971,5002969,0
972,5002970,0
973,5002971,0
974,5002972,0
975,5002973,0
976,5002974,0
977,5002975,0
978,5002976,0
979,5002977,0
980,5002978,0
981,5002979,0
982,5002981,0
983,5002982,0
984,5002983,0
985,5002985,0
986,5002986,0
987,5002987,0
988,5002988,0
989,5002989,1
990,5002990,0
991,5002991,0
992,5002992,0
993,5002993,1
994,5002994,0
995,5002995,0
996,5002996,1
997,5002999,0
998,5003000,0
999,5003001,1
1000,5003002,0
1001,5003003,1
1002,5003006,0
1003,5003007,0
1004,5003008,0
1005,5003011,0
1006,5003012,0
1007,5003013,0
1008,5003014,0
1009,5003015,0
1010,5003016,0
1011,5003017,0
1012,5003018,0
1013,5003019,0
1014,5003020,0
1015,5003021,0
1016,5003023,0
1017,5003024,0
1018,5003025,0
1019,5003026,1
1020,5003027,0
1021,5003028,0
1022,5003029,0
1023,5003030,0
1024,5003031,0
1025,5003033,1
1026,5003034,0
1027,5003035,1
1028,5003036,0
1029,5003037,0
1030,5003038,0
1031,5003039,1
1032,5003040,0
1033,5003041,0
1034,5003042,0
1035,5003043,1
1036,5003046,0
1037,5003049,0
1038,5003050,0
1039,5003051,0
1040,5003052,0
1041,5003053,0
1042,5003054,0
1043,5003056,0
1044,5003057,0
1045,5003058,0
1046,5003059,0
1047,5003061,0
1048,5003065,0
1049,5003066,0
1050,5003067,0
1051,5003068,0
1052,5003069,0
1053,5003070,1
1054,5003073,0
1055,5003074,0
1056,5003075,0
1057,5003076,0
1058,5003079,0
1059,5003082,0
1060,5003083,0
1061,5003084,0
1062,5003086,0
1063,5003088,1
1064,5003089,0
1065,5003090,0
1066,5003091,0
1067,5003092,0
1068,5003093,0
1069,5003094,0
1070,5003095,0
1071,5003096,0
1072,5003097,1
1073,5003098,0
1074,5003099,0
1075,5003100,0
1076,5003101,0
1077,5003102,0
1078,5003103,0
1079,5003104,0
1080,5003105,1
1081,5003106,0
1082,5003107,0
1083,5003108,0
1084,5003110,0
1085,5003111,0
1086,5003112,0
1087,5003113,0
1088,5003115,0
1089,5003116,0
1090,5003117,0
1091,5003118,1
1092,5003119,0
1093,5003120,0
1094,5003121,0
1095,5003122,0
1096,5003123,0
1097,5003124,0
1098,5003125,0
1099,5003126,0
1100,5003127,0
1101,5003128,0
1102,5003129,0
1103,5003131,0
1104,5003132,0
1105,5003133,0
1106,5003134,0
1107,5003135,0
1108,5003136,1
1109,5003137,1
1110,5003138,0
1111,5003139,0
1112,5003140,0
1113,5003141,0
1114,5003142,0
1115,5003143,0
1116,5003144,0
1117,5003145,0
1118,5003146,0
1119,5003147,0
1120,5003148,0
1121,5003149,0
1122,5003150,0
1123,5003151,0
1124,5003152,0
1125,5003153,0
1126,5003154,0
1127,5003155,0
1128,5003156,0
1129,5003157,0
1130,5003158,0
1131,5003159,0
1132,5003160,0
1133,5003161,0
1134,5003162,0
1135,5003163,0
1136,5003164,0
1137,5003165,0
1138,5003166,0
1139,5003167,1
1140,5003168,0
1141,5003169,0
1142,5003170,0
1143,5003171,0
1144,5003172,1
1145,5003173,0
1146,5003174,0
1147,5003175,0
1148,5003176,0
1149,5003177,1
1150,5003178,0
1151,5003179,1
1152,5003180,0
1153,5003181,0
1154,5003182,0
1155,5003183,0
1156,5003186,0
1157,5003187,0
1158,5003188,0
1159,5003189,0
1160,5003194,0
1161,5003197,1
1162,5003198,0
1163,5003199,1
1164,5003200,0
1165,5003201,0
1166,5003202,0
1167,5003203,0
1168,5003205,0
1169,5003206,0
1170,5003207,0
1171,5003209,0
1172,5003210,0
1173,5003211,0
1174,5003212,0
1175,5003214,0
1176,5003219,0
1177,5003220,0
1178,5003221,0
1179,5003222,0
1180,5003224,0
1181,5003225,0
1182,5003226,0
1183,5003227,0
1184,5003228,0
1185,5003229,0
1186,5003230,0
1187,5003231,0
1188,5003232,0
1189,5003233,0
1190,5003234,0
1191,5003235,0
1192,5003236,0
1193,5003237,1
1194,5003238,0
1195,5003239,0
1196,5003240,0
1197,5003241,0
1198,5003242,0
1199,5003243,0
1200,5003244,0
1201,5003245,0
1202,5003246,0
1203,5003247,0
1204,5003248,1
1205,5003249,0
1206,5003250,0
1207,5003252,0
1208,5003253,0
1209,5003255,1
1210,5003256,0
1211,5003257,0
1212,5003258,0
1213,5003259,0
1214,5003260,0
1215,5003261,1
1216,5003262,0
1217,5003263,0
1218,5003264,0
1219,5003265,0
1220,5003266,1
1221,5003267,1
1222,5003268,0
1223,5003269,0
1224,5003270,0
1225,5003272,0
1226,5003273,0
1227,5003274,0
1228,5003275,0
1229,5003276,0
1230,5003277,0
1231,5003278,0
1232,5003279,0
1233,5003281,0
1234,5003282,0
1235,5003283,0
1236,5003284,0
1237,5003286,0
1238,5003287,1
1239,5003288,0
1240,5003289,0
1241,5003291,0
1242,5003292,0
1243,5003293,0
1244,5003294,1
1245,5003295,0
1246,5003298,0
1247,5003299,0
1248,5003300,0
1249,5003301,0
1250,5003302,0
1251,5003303,0
1252,5003304,0
1253,5003305,1
1254,5003306,1
1255,5003307,1
1256,5003308,0
1257,5003311,0
1258,5003312,0
1259,5003313,1
1260,5003314,0
1261,5003315,0
1262,5003316,1
1263,5003317,0
1264,5003318,1
1265,5003319,0
1266,5003320,0
1267,5003321,0
1268,5003322,0
1269,5003323,0
1270,5003324,0
1271,5003325,0
1272,5003326,0
1273,5003328,0
1274,5003329,0
1275,5003330,0
1276,5003334,1
1277,5003335,0
1278,5003337,0
1279,5003338,0
1280,5003339,0
1281,5003343,0
1282,5003344,0
1283,5003345,0
1284,5003346,0
1285,5003349,0
1286,5003350,0
1287,5003351,0
1288,5003352,0
1289,5003353,0
1290,5003354,0
1291,5003355,0
1292,5003356,0
1293,5003357,0
1294,5003358,0
1295,5003359,0
1296,5003360,0
1297,5003362,0
1298,5003364,0
1299,5003365,0
1300,5003366,0
1301,5003367,0
1302,5003369,0
1303,5003370,0
1304,5003371,0
1305,5003372,0
1306,5003373,0
1307,5003374,0
1308,5003375,1
1309,5003377,0
1310,5003378,0
1311,5003383,0
1312,5003385,1
1313,5003386,0
1314,5003388,0
1315,5003391,0
1316,5003392,0
1317,5003393,0
1318,5003394,0
1319,5003395,0
1320,5003396,0
1321,5003397,0
1322,5003398,1
1323,5003400,0
1324,5003401,1
1325,5003402,0
1326,5003408,0
1327,5003409,0
1328,5003410,0
1329,5003411,0
1330,5003412,1
1331,5003413,0
1332,5003414,0
1333,5003415,0
1334,5003417,0
1335,5003418,0
1336,5003420,0
1337,5003421,0
1338,5003422,0
1339,5003423,0
1340,5003424,1
1341,5003428,0
1342,5003430,1
1343,5003431,1
1344,5003432,0
1345,5003433,0
1346,5003434,0
1347,5003435,0
1348,5003436,0
1349,5003437,0
1350,5003438,0
1351,5003440,0
1352,5003441,0
1353,5003442,0
1354,5003444,0
1355,5003445,0
1356,5003449,0
1357,5003450,0
1358,5003451,0
1359,5003452,0
1360,5003453,0
1361,5003454,0
1362,5003455,0
1363,5003456,0
1364,5003457,0
1365,5003458,0
1366,5003459,0
1367,5003460,0
1368,5003461,1
1369,5003463,1
1370,5003464,0
1371,5003465,0
1372,5003466,0
1373,5003467,1
1374,5003469,1
1375,5003470,0
1376,5003471,1
1377,5003472,0
1378,5003473,0
1379,5003474,0
1380,5003475,0
1381,5003476,0
1382,5003477,0
1383,5003478,0
1384,5003479,0
1385,5003480,0
1386,5003481,1
1387,5003482,0
1388,5003483,0
1389,5003484,1
1390,5003485,1
1391,5003486,0
1392,5003487,0
1393,5003490,1
1394,5003492,0
1395,5003493,0
1396,5003494,0
1397,5003495,0
1398,5003496,1
1399,5003497,0
1400,5003498,0
1401,5003499,0
1402,5003500,0
1403,5003504,0
1404,5003505,0
1405,5003506,0
1406,5003507,1
1407,5003509,1
1408,5003510,0
1409,5003511,0
1410,5003512,0
1411,5003513,0
1412,5003514,0
1413,5003515,0
1414,5003516,0
1415,5003517,0
1416,5003518,0
1417,5003519,0
1418,5003520,0
1419,5003521,0
1420,5003522,0
1421,5003523,0
1422,5003524,0
1423,5003525,1
1424,5003526,0
1425,5003527,0
1426,5003528,0
1427,5003531,0
1428,5003532,0
1429,5003533,0
1430,5003534,0
1431,5003535,0
1432,5003536,0
1433,5003537,0
1434,5003538,0
1435,5003539,0
1436,5003540,0
1437,5003541,0
1438,5003542,0
1439,5003543,0
1440,5003545,0
1441,5003546,0
1442,5003547,0
1443,5003548,0
1444,5003549,0
1445,5003550,0
1446,5003551,0
1447,5003553,0
1448,5003558,0
1449,5003560,0
1450,5003561,0
1451,5003562,0
1452,5003563,0
1453,5003564,0
1454,5003565,0
1455,5003566,0
1456,5003567,0
1457,5003568,0
1458,5003569,0
1459,5003570,1
1460,5003571,1
1461,5003572,0
1462,5003574,0
1463,5003576,0
1464,5003577,0
1465,5003579,0
1466,5003582,0
1467,5003583,0
1468,5003584,0
1469,5003586,0
1470,5003587,0
1471,5003588,0
1472,5003589,0
1473,5003590,0
1474,5003591,0
1475,5003593,0
1476,5003594,0
1477,5003596,0
1478,5003597,0
1479,5003598,1
1480,5003599,0
1481,5003600,0
1482,5003601,1
1483,5003602,0
1484,5003603,0
1485,5003604,0
1486,5003605,0
1487,5003606,0
1488,5003607,0
1489,5003608,0
1490,5003609,1
1491,5003610,0
1492,5003611,0
1493,5003612,0
1494,5003613,0
1495,5003616,0
1496,5003620,0
1497,5003621,0
1498,5003622,0
1499,5003623,0
1500,5003624,1
1501,5003627,0
1502,5003628,0
1503,5003629,0
1504,5003630,1
1505,5003631,0
1506,5003632,1
1507,5003633,0
1508,5003634,0
1509,5003635,1
1510,5003636,0
1511,5003640,0
1512,5003642,1
1513,5003643,1
1514,5003644,0
1515,5003645,0
1516,5003646,0
1517,5003647,0
1518,5003648,0
1519,5003649,0
1520,5003651,0
1521,5003652,0
1522,5003659,0
1523,5003660,0
1524,5003661,0
1525,5003662,0
1526,5003663,0
1527,5003665,0
1528,5003666,0
1529,5003667,0
1530,5003670,0
1531,5003671,0
1532,5003673,0
1533,5003674,0
1534,5003677,0
1535,5003678,0
1536,5003679,0
1537,5003683,0
1538,5003684,0
1539,5003685,0
1540,5003686,0
1541,5003687,0
1542,5003688,0
1543,5003689,0
1544,5003690,0
1545,5003691,0
1546,5003698,0
1547,5003701,0
1548,5003702,0
1549,5003703,0
1550,5003704,0
1551,5003705,0
1552,5003706,0
1553,5003709,0
1554,5003710,0
1555,5003711,0
1556,5003712,1
1557,5003713,0
1558,5003714,0
1559,5003715,0
1560,5003716,0
1561,5003717,0
1562,5003718,0
1563,5003719,0
1564,5003720,0
1565,5003721,0
1566,5003722,0
1567,5003725,0
1568,5003726,0
1569,5003727,0
1570,5003728,0
1571,5003729,0
1572,5003733,0
1573,5003734,0
1574,5003736,0
1575,5003738,1
1576,5003739,0
1577,5003740,0
1578,5003741,0
1579,5003742,1
1580,5003743,0
1581,5003744,0
1582,5003745,0
1583,5003746,0
1584,5003747,0
1585,5003748,0
1586,5003749,0
1587,5003750,0
1588,5003751,1
1589,5003756,0
1590,5003757,0
1591,5003758,0
1592,5003759,0
1593,5003760,0
1594,5003761,1
1595,5003762,0
1596,5003763,0
1597,5003764,0
1598,5003765,0
1599,5003766,0
1600,5003767,0
1601,5003768,0
1602,5003769,0
1603,5003770,1
1604,5003771,0
1605,5003772,0
1606,5003774,0
1607,5003775,0
1608,5003776,0
1609,5003777,0
1610,5003778,0
1611,5003779,0
1612,5003780,0
1613,5003781,0
1614,5003782,0
1615,5003783,0
1616,5003784,0
1617,5003785,0
1618,5003786,0
1619,5003787,0
1620,5003790,0
1621,5003791,1
1622,5003792,1
1623,5003793,1
1624,5003794,0
1625,5003795,0
1626,5003796,0
1627,5003797,0
1628,5003798,0
1629,5003802,1
1630,5003803,1
1631,5003804,1
1632,5003806,0
1633,5003807,0
1634,5003808,0
1635,5003809,0
1636,5003810,0
1637,5003811,0
1638,5003812,0
1639,5003813,0
1640,5003814,0
1641,5003821,0
1642,5003822,0
1643,5003823,1
1644,5003824,0
1645,5003825,0
1646,5003826,0
1647,5003827,0
1648,5003828,0
1649,5003829,0
1650,5003830,0
1651,5003831,0
1652,5003836,0
1653,5003837,0
1654,5003838,0
1655,5003839,0
1656,5003840,0
1657,5003841,0
1658,5003842,0
1659,5003843,0
1660,5003844,0
1661,5003845,0
1662,5003846,0
1663,5003847,0
